ID Bản ghi,Ngày đặt hàng,Năm tài chính,Quý,Tháng,Tuần trong năm,Số đơn hàng,ID Đơn hàng,ID Dòng hàng,Mã khách hàng,Tên khách hàng,ID Tỉnh thành,Tên tỉnh thành,Khu vực,Mã sản phẩm,Tên sản phẩm,Màu sắc,ID Dòng sản phẩm,Tên dòng sản phẩm,Mã nhóm sản phẩm,Tên nhóm sản phẩm,Số lượng,Đơn giá,Thành tiền
15012,2/13/2026,2026,1,2,7,BH26.0741,1411,15012,KH-00467,DOANH NGHIỆP TW TÂY BẮC,40,Quảng Trị,Miền Trung,2.19002E+11,Xe đạp Thống Nhất GN 2.0 700C Ghi,Ghi,,,,,1,1744444,1744444
15013,2/13/2026,2026,1,2,7,BH26.0741,1411,15013,KH-00467,DOANH NGHIỆP TW TÂY BẮC,40,Quảng Trị,Miền Trung,2.16003E+11,Xe đạp Thống Nhất GN 06-24 2.0 Cam,Cam,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,1,1530555,1530555
15014,2/13/2026,2026,1,2,7,BH26.0741,1411,15014,KH-00467,DOANH NGHIỆP TW TÂY BẮC,40,Quảng Trị,Miền Trung,2.16003E+11,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,1,1530555,1530555
15015,2/13/2026,2026,1,2,7,BH26.0741,1411,15015,KH-00467,DOANH NGHIỆP TW TÂY BẮC,40,Quảng Trị,Miền Trung,3.37002E+11,Xe đạp Thống Nhất SK 24 xanh,xanh,,,,,1,1622222,1622222
15016,2/13/2026,2026,1,2,7,BH26.0741,1411,15016,KH-00467,DOANH NGHIỆP TW TÂY BẮC,40,Quảng Trị,Miền Trung,3.37002E+11,Xe đạp Thống Nhất SK 24 đen,đen,,,,,2,1622222,3244444
15017,2/13/2026,2026,1,2,7,BH26.0741,1411,15017,KH-00467,DOANH NGHIỆP TW TÂY BẮC,40,Quảng Trị,Miền Trung,3.37002E+11,Xe đạp Thống Nhất SK 24 ghi,ghi,,,,,2,1622222,3244444
15018,2/13/2026,2026,1,2,7,BH26.0741,1411,15018,KH-00467,DOANH NGHIỆP TW TÂY BẮC,40,Quảng Trị,Miền Trung,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,1,1683333,1683333
15019,2/13/2026,2026,1,2,7,BH26.0742,1406,15019,KH-00547,DOANH NGHIỆP TW THANH BÌNH,37,Quảng Ngãi,Miền Trung,2.24002E+11,Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2,1555000,3110000
15020,2/13/2026,2026,1,2,7,BH26.0742,1406,15020,KH-00547,DOANH NGHIỆP TW THANH BÌNH,37,Quảng Ngãi,Miền Trung,2.24002E+11,Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2,1555000,3110000
15021,2/13/2026,2026,1,2,7,BH26.0742,1406,15021,KH-00547,DOANH NGHIỆP TW THANH BÌNH,37,Quảng Ngãi,Miền Trung,2.24002E+11,Xe đạp Thống Nhất New 24 Đỏ tươi,Đỏ tươi,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1,1555000,1555000
15022,2/13/2026,2026,1,2,7,BH26.0742,1406,15022,KH-00547,DOANH NGHIỆP TW THANH BÌNH,37,Quảng Ngãi,Miền Trung,2.25002E+11,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2,1616111,3232222
15023,2/13/2026,2026,1,2,7,BH26.0742,1406,15023,KH-00547,DOANH NGHIỆP TW THANH BÌNH,37,Quảng Ngãi,Miền Trung,2.25002E+11,Xe đạp Thống Nhất New 26 Đỏ tươi,Đỏ tươi,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2,1616111,3232222
15024,2/13/2026,2026,1,2,7,BH26.0742,1406,15024,KH-00547,DOANH NGHIỆP TW THANH BÌNH,37,Quảng Ngãi,Miền Trung,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2,1616111,3232222
15025,2/13/2026,2026,1,2,7,BH26.0743,1409,15025,KH-00147,CÔNG TY TNHH PHÚ THỊNH,11,Hà Nội,Miền Bắc,2.08002E+11,Xe đạp Thống Nhất 219-24 Xanh Tím,Xanh Tím,2,Xe 219-24,CITYBIKE_P,Xe phổ thông,2,1408333,2816666
15026,2/13/2026,2026,1,2,7,BH26.0743,1409,15026,KH-00147,CÔNG TY TNHH PHÚ THỊNH,11,Hà Nội,Miền Bắc,2.08002E+11,Xe đạp Thống Nhất 219-24 Coban,Coban,2,Xe 219-24,CITYBIKE_P,Xe phổ thông,2,1408333,2816666
15027,2/13/2026,2026,1,2,7,BH26.0743,1409,15027,KH-00147,CÔNG TY TNHH PHÚ THỊNH,11,Hà Nội,Miền Bắc,2.17002E+11,Xe đạp Thống Nhất GN 06-26 Coban,Coban,9,Xe GN 06-26,CITYBIKE_P,Xe phổ thông,7,1469444,10286108
15028,2/13/2026,2026,1,2,7,BH26.0743,1409,15028,KH-00147,CÔNG TY TNHH PHÚ THỊNH,11,Hà Nội,Miền Bắc,2.09002E+11,Xe đạp Thống Nhất 219-26 Đỏ đun,Đỏ đun,3,Xe 219-26,CITYBIKE_P,Xe phổ thông,4,1469444,5877776
15029,2/13/2026,2026,1,2,7,BH26.0743,1409,15029,KH-00147,CÔNG TY TNHH PHÚ THỊNH,11,Hà Nội,Miền Bắc,2.08002E+11,Xe đạp Thống Nhất 219-24 Đỏ đun,Đỏ đun,2,Xe 219-24,CITYBIKE_P,Xe phổ thông,3,1408333,4224999
15030,2/13/2026,2026,1,2,7,BH26.0743,1409,15030,KH-00147,CÔNG TY TNHH PHÚ THỊNH,11,Hà Nội,Miền Bắc,2.16002E+11,Xe đạp Thống Nhất GN 06-24 Coban,Coban,7,Xe GN 06-24,CITYBIKE_P,Xe phổ thông,2,1408333,2816666
15031,2/13/2026,2026,1,2,7,BH26.0743,1409,15031,KH-00147,CÔNG TY TNHH PHÚ THỊNH,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Vàng,Vàng,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,2,1169907,2339814
15032,2/13/2026,2026,1,2,7,BH26.0743,1409,15032,KH-00147,CÔNG TY TNHH PHÚ THỊNH,11,Hà Nội,Miền Bắc,1.00034E+15,"Xe đạp Thống Nhất TE The Powerpuff Girls 12"" Hồng",Hồng,53,Xe TE Powerpuff Girls 12 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,6,925925,5555550
15033,2/13/2026,2026,1,2,7,BH26.0743,1409,15033,KH-00147,CÔNG TY TNHH PHÚ THỊNH,11,Hà Nội,Miền Bắc,2.09002E+11,Xe đạp Thống Nhất 219-26 Đỏ đun,Đỏ đun,3,Xe 219-26,CITYBIKE_P,Xe phổ thông,5,1469444,7347220
15034,2/13/2026,2026,1,2,7,BH26.0743,1409,15034,KH-00147,CÔNG TY TNHH PHÚ THỊNH,11,Hà Nội,Miền Bắc,2.16002E+11,Xe đạp Thống Nhất GN 06-24 Coban,Coban,7,Xe GN 06-24,CITYBIKE_P,Xe phổ thông,5,1408333,7041665
15035,2/13/2026,2026,1,2,7,BH26.0743,1409,15035,KH-00147,CÔNG TY TNHH PHÚ THỊNH,11,Hà Nội,Miền Bắc,2.08002E+11,Xe đạp Thống Nhất 219-24 Đỏ đun,Đỏ đun,2,Xe 219-24,CITYBIKE_P,Xe phổ thông,4,1408333,5633332
15036,2/13/2026,2026,1,2,7,BH26.0743,1409,15036,KH-00147,CÔNG TY TNHH PHÚ THỊNH,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Vàng,Vàng,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,5,1169907,5849535
15037,2/13/2026,2026,1,2,7,BH26.0743,1409,15037,KH-00147,CÔNG TY TNHH PHÚ THỊNH,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,4,1310555,5242220
15038,2/13/2026,2026,1,2,7,BH26.0744,1408,15038,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.07004E+11,Xe đạp Thống Nhất 219-05-26,219-05-26,1,Xe 219-05-26,CITYBIKE_P,Xe phổ thông,5,1530555,7652775
15039,2/13/2026,2026,1,2,7,BH26.0744,1408,15039,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,3,1591666,4774998
15040,2/13/2026,2026,1,2,7,BH26.0744,1408,15040,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.16003E+11,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,2,1530555,3061110
15041,2/13/2026,2026,1,2,7,BH26.0744,1408,15041,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.09002E+11,Xe đạp Thống Nhất 219-26 Đỏ đun,Đỏ đun,3,Xe 219-26,CITYBIKE_P,Xe phổ thông,2,1469444,2938888
15042,2/13/2026,2026,1,2,7,BH26.0744,1408,15042,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.17002E+11,Xe đạp Thống Nhất GN 06-26 Đen,Đen,9,Xe GN 06-26,CITYBIKE_P,Xe phổ thông,5,1469444,7347220
15043,2/13/2026,2026,1,2,7,BH26.0744,1408,15043,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,10,1616111,16161110
15044,2/13/2026,2026,1,2,7,BH26.0744,1408,15044,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,10,1555000,15550000
15045,2/13/2026,2026,1,2,7,BH26.0744,1408,15045,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.19002E+11,Xe đạp Thống Nhất GN 2.0 700C Ghi,Ghi,,,,,3,1744444,5233332
15046,2/13/2026,2026,1,2,7,BH26.0744,1408,15046,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.19002E+11,Xe đạp Thống Nhất GN 2.0 700C Xanh,Xanh,,,,,2,1744444,3488888
15047,2/13/2026,2026,1,2,7,BH26.0744,1408,15047,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.17002E+11,Xe đạp Thống Nhất GN 06-26 Đen,Đen,9,Xe GN 06-26,CITYBIKE_P,Xe phổ thông,15,1469444,22041660
15048,2/13/2026,2026,1,2,7,BH26.0744,1408,15048,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,5,1310555,6552775
15049,2/13/2026,2026,1,2,7,BH26.0744,1408,15049,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,7,1310555,9173885
15050,2/13/2026,2026,1,2,7,BH26.0744,1408,15050,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Kem,Kem,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,4,1310555,5242220
15051,2/13/2026,2026,1,2,7,BH26.0744,1408,15051,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,8,1169907,9359256
15052,2/13/2026,2026,1,2,7,BH26.0744,1408,15052,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,4,1169907,4679628
15053,2/13/2026,2026,1,2,7,BH26.0744,1408,15053,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,5,1683333,8416665
15054,2/13/2026,2026,1,2,7,BH26.0744,1408,15054,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,3,1683333,5049999
15055,2/13/2026,2026,1,2,7,BH26.0744,1408,15055,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.25002E+11,Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,21,Xe New 26,CITYBIKE_P,Xe phổ thông,15,1616111,24241665
15056,2/13/2026,2026,1,2,7,BH26.0744,1408,15056,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,10,1591666,15916660
15057,2/13/2026,2026,1,2,7,BH26.0744,1408,15057,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,4.01002E+11,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,22,Xe Nữ,CITYBIKE_P,Xe phổ thông,5,1530555,7652775
15058,2/13/2026,2026,1,2,7,BH26.0744,1408,15058,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.16003E+11,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,4,1530555,6122220
15059,2/13/2026,2026,1,2,7,BH26.0744,1408,15059,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.16003E+11,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,6,1530555,9183330
15060,2/13/2026,2026,1,2,7,BH26.0744,1408,15060,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 đen,đen,,,,,3,1799444,5398332
15061,2/13/2026,2026,1,2,7,BH26.0744,1408,15061,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,2,1799444,3598888
15062,2/13/2026,2026,1,2,7,BH26.0744,1408,15062,KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,30,Ninh Bình,Miền Bắc,2.09002E+11,Xe đạp Thống Nhất 219-26 Đỏ đun,Đỏ đun,3,Xe 219-26,CITYBIKE_P,Xe phổ thông,8,1469444,11755552
15063,2/13/2026,2026,1,2,7,BH26.0745,1407,15063,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,1,1169907,1169907
15064,2/13/2026,2026,1,2,7,BH26.0745,1407,15064,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Đỏ,Đỏ,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,1,1169907,1169907
15065,2/13/2026,2026,1,2,7,BH26.0745,1407,15065,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,1,1169907,1169907
15066,2/13/2026,2026,1,2,7,BH26.0745,1407,15066,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,1.00029E+14,Xe đạp Thống Nhất CPD 700C Ghi,Ghi,,,,,1,2960555,2960555
15067,2/13/2026,2026,1,2,7,BH26.0745,1407,15067,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,1.0004E+15,Xe đạp Thống Nhất MTB SPD 27.5 17 Đen,Đen,,,,,2,2960555,5921110
15068,2/13/2026,2026,1,2,7,BH26.0745,1407,15068,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,3.34002E+11,Xe đạp Thống Nhất Super 20 Đen,Đen,39,Xe TE Super 20,KIDBIKE_1,Xe trẻ em nhóm 1,1,1652777,1652777
15069,2/13/2026,2026,1,2,7,BH26.0745,1407,15069,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2,1310555,2621110
15070,2/13/2026,2026,1,2,7,BH26.0745,1407,15070,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,2.30002E+11,Xe đạp Thống Nhất LD 26 Xanh Santorini,Xanh Santorini,15,Xe LD 26,CITYBIKE_P,Xe phổ thông,1,1799444,1799444
15071,2/13/2026,2026,1,2,7,BH26.0745,1407,15071,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,2.30002E+11,Xe đạp Thống Nhất LD 26 Trắng,Trắng,15,Xe LD 26,CITYBIKE_P,Xe phổ thông,1,1799444,1799444
15072,2/13/2026,2026,1,2,7,BH26.0745,1407,15072,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,1.03001E+15,Xe đạp Thống Nhất TE Batman12 Ghi,Ghi,51,Xe TE Batman12 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,1,1262037,1262037
15073,2/13/2026,2026,1,2,7,BH26.0745,1407,15073,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,3.36002E+11,Xe đạp Thống Nhất SK 20 đen,đen,,,,,1,1377777,1377777
15074,2/13/2026,2026,1,2,7,BH26.0745,1407,15074,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,2.30002E+11,Xe đạp Thống Nhất LD 26 Xanh Santorini,Xanh Santorini,15,Xe LD 26,CITYBIKE_P,Xe phổ thông,1,1799444,1799444
15075,2/13/2026,2026,1,2,7,BH26.0745,1407,15075,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 đen,đen,,,,,3,1799444,5398332
15076,2/13/2026,2026,1,2,7,BH26.0745,1407,15076,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,2,1799444,3598888
15077,2/13/2026,2026,1,2,7,BH26.0745,1407,15077,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,2,1799444,3598888
15078,2/13/2026,2026,1,2,7,BH26.0745,1407,15078,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,4.01002E+11,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,22,Xe Nữ,CITYBIKE_P,Xe phổ thông,2,1530555,3061110
15079,2/13/2026,2026,1,2,7,BH26.0745,1407,15079,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,11,Hà Nội,Miền Bắc,2.31002E+11,Xe đạp Thống Nhất LD 26 We Bare Bears Trắng,Trắng,,,,,2,2172222,4344444
15080,2/13/2026,2026,1,2,7,BH26.0746,1413,15080,KH-00668,CỬA HÀNG XE ĐẠP AN PHÁT,20,Hải Phòng,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,5,1683333,8416665
15081,2/13/2026,2026,1,2,7,BH26.0746,1413,15081,KH-00668,CỬA HÀNG XE ĐẠP AN PHÁT,20,Hải Phòng,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,5,1683333,8416665
15082,2/13/2026,2026,1,2,7,BH26.0746,1413,15082,KH-00668,CỬA HÀNG XE ĐẠP AN PHÁT,20,Hải Phòng,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,3,1683333,5049999
15083,2/13/2026,2026,1,2,7,BH26.0746,1413,15083,KH-00668,CỬA HÀNG XE ĐẠP AN PHÁT,20,Hải Phòng,Miền Bắc,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,2,1683333,3366666
15084,2/13/2026,2026,1,2,7,BH26.0746,1413,15084,KH-00668,CỬA HÀNG XE ĐẠP AN PHÁT,20,Hải Phòng,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,8,1555000,12440000
15085,2/13/2026,2026,1,2,7,BH26.0746,1413,15085,KH-00668,CỬA HÀNG XE ĐẠP AN PHÁT,20,Hải Phòng,Miền Bắc,2.24002E+11,Xe đạp Thống Nhất New 24 Trắng,Trắng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,3,1555000,4665000
15086,2/13/2026,2026,1,2,7,BH26.0746,1413,15086,KH-00668,CỬA HÀNG XE ĐẠP AN PHÁT,20,Hải Phòng,Miền Bắc,2.08002E+11,Xe đạp Thống Nhất 219-24 Đỏ đun,Đỏ đun,2,Xe 219-24,CITYBIKE_P,Xe phổ thông,5,1408333,7041665
15087,2/13/2026,2026,1,2,7,BH26.0747,1405,15087,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,46,TP Hải Phòng,Miền Bắc,2.07004E+11,Xe đạp Thống Nhất 219-05-26,219-05-26,1,Xe 219-05-26,CITYBIKE_P,Xe phổ thông,2,1530555,3061110
15088,2/13/2026,2026,1,2,7,BH26.0747,1405,15088,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,46,TP Hải Phòng,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Trắng,Trắng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,3,1310555,3931665
15089,2/13/2026,2026,1,2,7,BH26.0747,1405,15089,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,46,TP Hải Phòng,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,4,1310555,5242220
15090,2/13/2026,2026,1,2,7,BH26.0747,1405,15090,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,46,TP Hải Phòng,Miền Bắc,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2,1310555,2621110
15091,2/13/2026,2026,1,2,7,BH26.0747,1405,15091,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,46,TP Hải Phòng,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,3,1169907,3509721
15092,2/13/2026,2026,1,2,7,BH26.0747,1405,15092,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,46,TP Hải Phòng,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Đỏ,Đỏ,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,2,1169907,2339814
15093,2/13/2026,2026,1,2,7,BH26.0747,1405,15093,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,46,TP Hải Phòng,Miền Bắc,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Vàng,Vàng,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,2,1169907,2339814
15094,2/13/2026,2026,1,2,7,BH26.0747,1405,15094,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,46,TP Hải Phòng,Miền Bắc,2.16003E+11,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,3,1530555,4591665
15095,2/13/2026,2026,1,2,7,BH26.0747,1405,15095,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,46,TP Hải Phòng,Miền Bắc,2.16003E+11,Xe đạp Thống Nhất GN 06-24 2.0 Cam,Cam,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,2,1530555,3061110
15096,2/13/2026,2026,1,2,7,BH26.0747,1405,15096,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,46,TP Hải Phòng,Miền Bắc,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,3,1591666,4774998
15097,2/13/2026,2026,1,2,7,BH26.0747,1405,15097,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,46,TP Hải Phòng,Miền Bắc,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Cam,Cam,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,2,1591666,3183332
