Số đơn hàng,Ngày đơn hàng,Thời gian nhận Email,Email người gửi,Tên file đính kèm,Tên đơn vị bán,MST bên bán,Địa chỉ bên bán,Số điện thoại bên bán,Tên đại lý,MST đại lý,Địa chỉ giao hàng,Số điện thoại đại lý,Mã hàng,Tên sản phẩm,Đơn vị tính,Số lượng,Đơn giá,Thành tiền sản phẩm,Tổng số lượng chiếc,Tổng giá trị (Chưa VAT)
BH26.1502,3/21/2026,3/21/2026 11:02,dathang@vietanh.vn,BH26_1502.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,152649557,"153, Tổ dân phố Tân Phú, thị trấn Tân Yên, huyện Hàm Yên, Tuyên Quang",700056782,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Chiếc,1,1591666,1591666,14,20272677
BH26.1502,3/21/2026,3/21/2026 11:02,dathang@vietanh.vn,BH26_1502.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,152649557,"153, Tổ dân phố Tân Phú, thị trấn Tân Yên, huyện Hàm Yên, Tuyên Quang",700056782,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Chiếc,1,1591666,1591666,14,20272677
BH26.1502,3/21/2026,3/21/2026 11:02,dathang@vietanh.vn,BH26_1502.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,152649557,"153, Tổ dân phố Tân Phú, thị trấn Tân Yên, huyện Hàm Yên, Tuyên Quang",700056782,3.36002E+11,Xe đạp Thống Nhất SK 20 Đen,Chiếc,2,1377777,2755554,14,20272677
BH26.1502,3/21/2026,3/21/2026 11:02,dathang@vietanh.vn,BH26_1502.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,152649557,"153, Tổ dân phố Tân Phú, thị trấn Tân Yên, huyện Hàm Yên, Tuyên Quang",700056782,3.36002E+11,Xe đạp Thống Nhất SK 20 Đỏ,Chiếc,1,1377777,1377777,14,20272677
BH26.1502,3/21/2026,3/21/2026 11:02,dathang@vietanh.vn,BH26_1502.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,152649557,"153, Tổ dân phố Tân Phú, thị trấn Tân Yên, huyện Hàm Yên, Tuyên Quang",700056782,3.36002E+11,Xe đạp Thống Nhất SK 20 xanh,Chiếc,1,1377777,1377777,14,20272677
BH26.1502,3/21/2026,3/21/2026 11:02,dathang@vietanh.vn,BH26_1502.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,152649557,"153, Tổ dân phố Tân Phú, thị trấn Tân Yên, huyện Hàm Yên, Tuyên Quang",700056782,2.17002E+11,Xe đạp Thống Nhất GN 06-26 Coban,Chiếc,1,1469444,1469444,14,20272677
BH26.1503,3/21/2026,3/21/2026 8:43,dathang@taybac.vn,BH26_1503.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN TÂY BẮC,237140523,"48B Quang Trung, Phường Bắc Gianh, Tỉnh Quảng Trị",944783560,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Đen,Chiếc,3,1799444,5398332,15,25280548
BH26.1503,3/21/2026,3/21/2026 8:43,dathang@taybac.vn,BH26_1503.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN TÂY BẮC,237140523,"48B Quang Trung, Phường Bắc Gianh, Tỉnh Quảng Trị",944783560,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Đỏ tươi,Chiếc,1,1799444,1799444,15,25280548
BH26.1503,3/21/2026,3/21/2026 8:43,dathang@taybac.vn,BH26_1503.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN TÂY BẮC,237140523,"48B Quang Trung, Phường Bắc Gianh, Tỉnh Quảng Trị",944783560,3.31002E+11,Xe đạp Thống Nhất MTB 26-02 Ghi,Chiếc,1,1799444,1799444,15,25280548
BH26.1503,3/21/2026,3/21/2026 8:43,dathang@taybac.vn,BH26_1503.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN TÂY BẮC,237140523,"48B Quang Trung, Phường Bắc Gianh, Tỉnh Quảng Trị",944783560,2.19002E+11,Xe đạp Thống Nhất GN 2.0 700C Đen,Chiếc,1,1744444,1744444,15,25280548
BH26.1503,3/21/2026,3/21/2026 8:43,dathang@taybac.vn,BH26_1503.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN TÂY BẮC,237140523,"48B Quang Trung, Phường Bắc Gianh, Tỉnh Quảng Trị",944783560,2.19002E+11,Xe đạp Thống Nhất GN 2.0 700C Ghi,Chiếc,2,1744444,3488888,15,25280548
BH26.1503,3/21/2026,3/21/2026 8:43,dathang@taybac.vn,BH26_1503.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN TÂY BẮC,237140523,"48B Quang Trung, Phường Bắc Gianh, Tỉnh Quảng Trị",944783560,2.19002E+11,Xe đạp Thống Nhất GN 2.0 700C Xanh,Chiếc,1,1744444,1744444,15,25280548
BH26.1503,3/21/2026,3/21/2026 8:43,dathang@taybac.vn,BH26_1503.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN TÂY BẮC,237140523,"48B Quang Trung, Phường Bắc Gianh, Tỉnh Quảng Trị",944783560,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Chiếc,2,1591666,3183332,15,25280548
BH26.1503,3/21/2026,3/21/2026 8:43,dathang@taybac.vn,BH26_1503.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN TÂY BẮC,237140523,"48B Quang Trung, Phường Bắc Gianh, Tỉnh Quảng Trị",944783560,2.17003E+11,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Chiếc,2,1591666,3183332,15,25280548
BH26.1503,3/21/2026,3/21/2026 8:43,dathang@taybac.vn,BH26_1503.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN TÂY BẮC,237140523,"48B Quang Trung, Phường Bắc Gianh, Tỉnh Quảng Trị",944783560,2.09002E+11,Xe đạp Thống Nhất 219-26 Đỏ đun,Chiếc,1,1469444,1469444,15,25280548
BH26.1503,3/21/2026,3/21/2026 8:43,dathang@taybac.vn,BH26_1503.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,DOANH NGHIỆP TƯ NHÂN TÂY BẮC,237140523,"48B Quang Trung, Phường Bắc Gianh, Tỉnh Quảng Trị",944783560,2.09002E+11,Xe đạp Thống Nhất 219-26 Xanh Tím,Chiếc,1,1469444,1469444,15,25280548
BH26.1504,3/21/2026,3/21/2026 7:17,dathang@tuanh.vn,BH26_1504.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",942672169,2.24002E+11,Xe đạp Thống Nhất New 24 Kem,Chiếc,2,1555000,3110000,25,40616660
BH26.1504,3/21/2026,3/21/2026 7:17,dathang@tuanh.vn,BH26_1504.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",942672169,3.37002E+11,Xe đạp Thống Nhất SK 24 ghi,Chiếc,3,1622222,4866666,25,40616660
BH26.1504,3/21/2026,3/21/2026 7:17,dathang@tuanh.vn,BH26_1504.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",942672169,3.37002E+11,Xe đạp Thống Nhất SK 24 Đen,Chiếc,1,1622222,1622222,25,40616660
BH26.1504,3/21/2026,3/21/2026 7:17,dathang@tuanh.vn,BH26_1504.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",942672169,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Kem,Chiếc,1,1310555,1310555,25,40616660
BH26.1504,3/21/2026,3/21/2026 7:17,dathang@tuanh.vn,BH26_1504.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",942672169,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Trắngg,Chiếc,1,1310555,1310555,25,40616660
BH26.1504,3/21/2026,3/21/2026 7:17,dathang@tuanh.vn,BH26_1504.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",942672169,3.37002E+11,Xe đạp Thống Nhất SK 24 xanh,Chiếc,1,1622222,1622222,25,40616660
BH26.1504,3/21/2026,3/21/2026 7:17,dathang@tuanh.vn,BH26_1504.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",942672169,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Hồng,Chiếc,3,1310555,3931665,25,40616660
BH26.1504,3/21/2026,3/21/2026 7:17,dathang@tuanh.vn,BH26_1504.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",942672169,2.14004E+11,Xe đạp Thống Nhất GN 05-26,Chiếc,5,1530555,7652775,25,40616660
BH26.1504,3/21/2026,3/21/2026 7:17,dathang@tuanh.vn,BH26_1504.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",942672169,3.35002E+11,Xe đạp Thống Nhất Super 24 Đen,Chiếc,2,2105000,4210000,25,40616660
BH26.1504,3/21/2026,3/21/2026 7:17,dathang@tuanh.vn,BH26_1504.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",942672169,3.35002E+11,Xe đạp Thống Nhất Super 24 Đỏ,Chiếc,1,2105000,2105000,25,40616660
BH26.1504,3/21/2026,3/21/2026 7:17,dathang@tuanh.vn,BH26_1504.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",942672169,3.35002E+11,Xe đạp Thống Nhất Super 24 Xanh,Chiếc,2,2105000,4210000,25,40616660
BH26.1504,3/21/2026,3/21/2026 7:17,dathang@tuanh.vn,BH26_1504.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN TÚ ANH,217284989,"đường Lê Duẩn, Xã Vĩnh Linh, Quảng Trị",942672169,2.24002E+11,Xe đạp Thống Nhất New 24 Hồng,Chiếc,3,1555000,4665000,25,40616660
BH26.1505,3/21/2026,3/21/2026 7:33,dathang@anphat.vn,BH26_1505.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",988445070,1.00029E+14,Xe đạp Thống Nhất CPD 700C Ghi,Chiếc,1,2960555,2960555,5,8385924
BH26.1505,3/21/2026,3/21/2026 7:33,dathang@anphat.vn,BH26_1505.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",988445070,2.16003E+11,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Chiếc,1,1530555,1530555,5,8385924
BH26.1505,3/21/2026,3/21/2026 7:33,dathang@anphat.vn,BH26_1505.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",988445070,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Đen,Chiếc,2,1169907,2339814,5,8385924
BH26.1505,3/21/2026,3/21/2026 7:33,dathang@anphat.vn,BH26_1505.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",988445070,2.24002E+11,Xe đạp Thống Nhất New 24 Café/nâu,Chiếc,1,1555000,1555000,5,8385924
BH26.1506,3/21/2026,3/21/2026 8:33,dathang@anphat.vn,BH26_1506.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",983415794,2.24002E+11,Xe đạp Thống Nhất New 24 Kem,Chiếc,2,1555000,3110000,17,31873885
BH26.1506,3/21/2026,3/21/2026 8:33,dathang@anphat.vn,BH26_1506.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",983415794,2.24002E+11,Xe đạp Thống Nhất New 24 Trắngg,Chiếc,2,1555000,3110000,17,31873885
BH26.1506,3/21/2026,3/21/2026 8:33,dathang@anphat.vn,BH26_1506.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",983415794,2.24002E+11,Xe đạp Thống Nhất New 24 Café/nâu,Chiếc,2,1555000,3110000,17,31873885
BH26.1506,3/21/2026,3/21/2026 8:33,dathang@anphat.vn,BH26_1506.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",983415794,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Chiếc,2,1616111,3232222,17,31873885
BH26.1506,3/21/2026,3/21/2026 8:33,dathang@anphat.vn,BH26_1506.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",983415794,2.25002E+11,Xe đạp Thống Nhất New 26 Café/nâu,Chiếc,2,1616111,3232222,17,31873885
BH26.1506,3/21/2026,3/21/2026 8:33,dathang@anphat.vn,BH26_1506.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",983415794,1.0004E+15,Xe đạp Thống Nhất MTB SPD 27.5 17 Trắngg,Chiếc,3,2960555,8881665,17,31873885
BH26.1506,3/21/2026,3/21/2026 8:33,dathang@anphat.vn,BH26_1506.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",983415794,2.30002E+11,Xe đạp Thống Nhất LD 26 Trắngg,Chiếc,2,1799444,3598888,17,31873885
BH26.1506,3/21/2026,3/21/2026 8:33,dathang@anphat.vn,BH26_1506.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN AN PHÁT,136695790,"Tại nhà số 461, tổ 15, Phường Hòa Bình, Phú Thọ",983415794,2.30002E+11,Xe đạp Thống Nhất LD 26 Kem,Chiếc,2,1799444,3598888,17,31873885
BH26.1507,3/21/2026,3/21/2026 9:21,dathang@phuthinh.vn,BH26_1507.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH PHÚ THỊNH,221785427,"Quang Trung, phường Phú La, quận Hà Đông, Thành phố Hà Nội, Việt Nam",357856184,2.32003E+11,Xe đạp Thống Nhất MS 27.5 Hồng,Chiếc,1,2233333,2233333,1,2233333
BH26.1508,3/21/2026,3/21/2026 15:08,dathang@phuthinh.vn,BH26_1508.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH PHÚ THỊNH,221785427,"Quang Trung, phường Phú La, quận Hà Đông, Thành phố Hà Nội, Việt Nam",340881091,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Đen,Chiếc,5,1169907,5849535,36,51823226
BH26.1508,3/21/2026,3/21/2026 15:08,dathang@phuthinh.vn,BH26_1508.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH PHÚ THỊNH,221785427,"Quang Trung, phường Phú La, quận Hà Đông, Thành phố Hà Nội, Việt Nam",340881091,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Chiếc,5,1169907,5849535,36,51823226
BH26.1508,3/21/2026,3/21/2026 15:08,dathang@phuthinh.vn,BH26_1508.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH PHÚ THỊNH,221785427,"Quang Trung, phường Phú La, quận Hà Đông, Thành phố Hà Nội, Việt Nam",340881091,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Kem,Chiếc,5,1683333,8416665,36,51823226
BH26.1508,3/21/2026,3/21/2026 15:08,dathang@phuthinh.vn,BH26_1508.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH PHÚ THỊNH,221785427,"Quang Trung, phường Phú La, quận Hà Đông, Thành phố Hà Nội, Việt Nam",340881091,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Trắngg,Chiếc,5,1683333,8416665,36,51823226
BH26.1508,3/21/2026,3/21/2026 15:08,dathang@phuthinh.vn,BH26_1508.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH PHÚ THỊNH,221785427,"Quang Trung, phường Phú La, quận Hà Đông, Thành phố Hà Nội, Việt Nam",340881091,2.26003E+11,Xe đạp Thống Nhất LD 24-01_2023 Xanh Sant,Chiếc,5,1683333,8416665,36,51823226
BH26.1508,3/21/2026,3/21/2026 15:08,dathang@phuthinh.vn,BH26_1508.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH PHÚ THỊNH,221785427,"Quang Trung, phường Phú La, quận Hà Đông, Thành phố Hà Nội, Việt Nam",340881091,1.31002E+11,Xe đạp Thống Nhất GN 06 20 2024 Vàng,Chiếc,3,1169907,3509721,36,51823226
BH26.1508,3/21/2026,3/21/2026 15:08,dathang@phuthinh.vn,BH26_1508.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH PHÚ THỊNH,221785427,"Quang Trung, phường Phú La, quận Hà Đông, Thành phố Hà Nội, Việt Nam",340881091,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Kem,Chiếc,2,1310555,2621110,36,51823226
BH26.1508,3/21/2026,3/21/2026 15:08,dathang@phuthinh.vn,BH26_1508.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH PHÚ THỊNH,221785427,"Quang Trung, phường Phú La, quận Hà Đông, Thành phố Hà Nội, Việt Nam",340881091,1.25002E+11,Xe đạp Thống Nhất Puppy 20 Trắngg,Chiếc,2,1310555,2621110,36,51823226
BH26.1508,3/21/2026,3/21/2026 15:08,dathang@phuthinh.vn,BH26_1508.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY TNHH PHÚ THỊNH,221785427,"Quang Trung, phường Phú La, quận Hà Đông, Thành phố Hà Nội, Việt Nam",340881091,2.14004E+11,Xe đạp Thống Nhất GN 05-26,Chiếc,4,1530555,6122220,36,51823226
BH26.1509,3/21/2026,3/21/2026 14:45,dathang@daiduong.vn,BH26_1509.pdf,CÔNG TY CỔ PHẦN XE ĐẠP THỐNG NHẤT,300397904,"43 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Q.1, TP. HCM",(028) 3837 0100,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,258317170,"Liền kề 373, NO11, khu Cổng Đồng, đường Tố Hữu, TDP4, Phường Dương Nội, TP Hà Nội",874683350,2.25002E+11,Xe đạp Thống Nhất New 26 Kem,Chiếc,5,1616111,8080555,35,51056471
